,"Date","Minimum temperature (°C)","Maximum temperature (°C)","Rainfall (mm)","Evaporation (mm)","Sunshine (hours)","Direction of maximum wind gust ","Speed of maximum wind gust (km/h)","Time of maximum wind gust","9am Temperature (°C)","9am relative humidity (%)","9am cloud amount (oktas)","9am wind direction","9am wind speed (km/h)","9am MSL pressure (hPa)","3pm Temperature (°C)","3pm relative humidity (%)","3pm cloud amount (oktas)","3pm wind direction","3pm wind speed (km/h)","3pm MSL pressure (hPa)"
,2013-07-5,12.9,21.9,0,3.4,4.7,NW,28,21:14,18.0,81,5,NNE,6,1018.3,21.2,81,6,NNE,19,1014.5
,2013-07-6,11.8,23.3,0.2,2.0,9.7,SSW,19,08:05,16.4,84,1,SW,15,1021.6,22.6,39,1,NE,15,1019.3
,2013-07-7,11.1,21.5,0,3.2,9.2,ESE,30,14:13,16.2,66,7,SSW,15,1025.8,19.9,57,2,ESE,19,1024.2
,2013-07-8,10.4,20.0,0,3.2,9.6,ESE,24,11:27,16.0,64,6,SSW,13,1030.5,19.1,53,1,ESE,13,1027.6
,2013-07-9,10.1,20.3,0,3.4,5.8,SE,35,12:31,15.5,64,2,SSW,15,1030.0,18.5,54,7,SE,19,1027.2
,2013-07-10,10.7,16.7,1.6,2.6,0.0,SSW,26,03:26,13.6,94,8,SSW,11,1029.8,16.4,89,8,SE,7,1028.0
,2013-07-11,11.8,20.6,8.4,0.4,9.6,ESE,30,12:59,16.6,75,3,SSW,13,1031.4,19.4,59,2,ESE,15,1029.4
,2013-07-12,11.2,20.0,0.4,5.0,5.2,S,28,09:11,16.3,73,6,SSW,13,1029.9,18.8,65,7,ESE,13,1026.5
,2013-07-13,10.9,20.2,0,3.2,9.2,SSW,24,08:27,14.6,81,3,SSW,17,1028.0,19.4,57,2,ESE,13,1025.3
,2013-07-14,12.6,19.5,0.4,2.2,2.3,SW,26,08:47,13.8,94,7,SSW,15,1027.1,18.1,72,7,S,13,1025.1
,2013-07-15,12.7,19.7,0.2,0.6,3.1,NNE,33,14:15,15.7,83,7,SSW,9,1026.8,17.4,80,7,NW,9,1023.8
,2013-07-16,12.6,21.4,0.4,1.6,8.7,NE,30,15:46,17.0,84,2,SSW,15,1026.6,20.4,67,6,ENE,11,1024.1
,2013-07-17,13.7,21.7,0,2.6,8.1,NE,24,11:54,18.1,81,5,SW,13,1025.6,20.2,60,4,ENE,17,1023.0
,2013-07-18,11.7,21.4,0.4,3.2,7.0,NE,26,14:00,17.5,85,5,SSW,7,1024.7,21.3,65,5,ENE,15,1022.1
,2013-07-19,12.7,22.4,4.4,1.4,5.1,N,31,23:40,18.0,90,5,S,9,1021.9,20.5,76,7,NE,13,1017.8
,2013-07-20,16.2,22.6,19.4,1.4,3.5,WSW,46,12:59,20.0,84,5,NNW,17,1015.6,17.8,83,7,WSW,15,1012.3
,2013-07-21,12.3,21.4,0.6,2.4,9.2,SW,26,09:23,16.8,62,1,SW,13,1018.8,19.5,61,6,NE,13,1016.1
,2013-07-22,10.9,18.0,0,3.6,1.0,SSW,24,09:22,15.3,56,7,SSW,15,1021.2,15.4,71,8,SSW,11,1020.1
,2013-07-23,12.1,19.5,2.6,1.4,9.4,WSW,37,14:47,15.3,63,5,SW,17,1022.7,18.8,30,1,WSW,30,1019.0
,2013-07-24,6.0,19.8,0,4.8,9.8,SSW,31,09:33,13.1,54,1,SSW,24,1023.0,19.5,41,1,SSW,15,1020.7
,2013-07-25,11.5,20.7,0,3.4,6.2,ESE,33,14:09,15.8,57,5,SSW,19,1026.7,19.2,66,6,ESE,15,1024.4
,2013-07-26,13.0,20.4,0.4,2.8,6.0,E,24,11:44,15.5,83,7,SW,11,1027.4,19.5,67,6,ENE,9,1025.0
,2013-07-27,11.0,21.6,0.2,2.6,9.5,SSW,28,08:13,16.3,81,2,SSW,17,1028.7,20.7,57,4,SE,15,1026.5
,2013-07-28,10.4,20.9,0,3.2,5.6,ENE,41,11:08,18.3,72,1,SSW,13,1028.4,20.2,52,4,ENE,17,1025.9
,2013-07-29,12.5,21.6,1.0,2.8,4.9,E,30,14:42,16.6,84,3,SSW,17,1025.2,18.9,75,6,ESE,19,1022.2
,2013-07-30,12.1,21.1,0,3.0,5.3,ESE,26,02:03,17.5,70,6,SW,13,1019.6,17.9,78,7,SE,9,1015.7
,2013-07-31,10.7,22.1,1.6,2.2,9.0,SSW,35,10:57,16.8,70,1,SSW,20,1017.4,21.6,50,5,SE,11,1015.1
,2013-08-1,11.4,21.6,0,3.4,7.7,SSW,33,08:49,17.3,66,5,SSW,26,1019.4,20.6,59,7,E,9,1016.9
,2013-08-2,10.5,22.4,0,2.6,9.1,N,33,18:37,16.9,71,1,SSW,13,1019.9,20.3,62,3,NNE,17,1015.9
,2013-08-3,9.6,23.2,0,3.0,10.3,W,37,15:04,17.4,61,0,WSW,11,1018.8,22.7,16,0,WSW,24,1014.8
,2013-08-4,6.2,23.2,0,6.6,10.3,WSW,35,16:13,16.0,54,0,WNW,6,1019.0,22.8,26,0,WSW,24,1015.4
,2013-08-5,7.5,22.6,0,4.6,10.1,SW,28,10:28,16.1,53,0,SSW,9,1020.9,20.4,45,1,NNE,17,1017.0
,2013-08-6,7.6,24.2,0,3.6,10.0,W,31,10:33,16.1,64,3,WSW,9,1019.6,23.2,34,2,N,15,1014.6
,2013-08-7,8.4,23.5,0,3.4,10.0,N,30,18:11,16.7,62,1,SSW,6,1016.8,22.1,56,1,NNE,17,1011.6
,2013-08-8,8.4,23.7,0,3.6,10.3,WSW,57,16:14,17.6,58,0,W,9,1011.2,21.6,20,1,W,33,1008.3
,2013-08-9,7.3,22.2,0,9.2,10.2,SW,41,09:06,16.4,41,0,SW,30,1017.1,21.9,36,1,SW,13,1014.2
,2013-08-10,7.0,24.6,0,4.0,10.1,SSW,28,10:15,16.6,46,0,WNW,6,1017.5,21.6,53,1,NNE,15,1015.6
,2013-08-11,9.3,23.5,0,3.0,10.0,N,31,18:10,16.6,62,4,SW,9,1019.6,22.4,42,1,NE,17,1016.2
,2013-08-12,10.0,23.7,0,3.4,10.2,NNE,43,15:21,18.5,60,1,N,11,1016.5,22.8,62,0,NNE,31,1010.4
,2013-08-13,12.2,26.2,0,3.8,10.1,SSW,33,11:16,21.9,62,1,NE,9,1015.2,23.0,59,1,ESE,17,1014.1
,2013-08-14,12.4,23.4,0,4.6,7.7,N,37,19:59,19.5,76,1,SSW,9,1017.8,21.0,78,6,NNE,22,1013.0
,2013-08-15,17.3,25.5,0,3.0,10.6,W,48,13:13,21.8,33,1,WNW,11,1017.2,24.2,18,0,WSW,24,1014.9
,2013-08-16,9.0,20.6,0,8.2,10.4,SSW,28,08:09,16.1,42,1,SW,20,1023.9,20.0,56,1,E,15,1019.5
,2013-08-17,11.7,22.6,0,3.6,9.3,NNE,39,12:51,18.3,65,6,WNW,9,1019.4,21.2,65,2,NNE,30,1014.1
,2013-08-18,13.6,25.1,0,3.8,10.5,SW,31,10:44,17.7,81,1,SSW,22,1019.1,23.0,48,1,ENE,20,1015.8
,2013-08-19,13.0,25.7,0,4.0,10.4,NNW,31,16:49,19.4,66,6,S,6,1016.9,23.9,51,5,NNE,15,1010.7
,2013-08-20,9.7,21.5,0,4.0,10.7,WSW,54,13:16,19.1,34,1,WSW,19,1013.8,20.2,15,1,WSW,35,1011.4
,2013-08-21,4.1,19.3,0,8.2,10.7,SW,33,00:45,13.6,31,1,WSW,19,1017.5,18.5,31,0,NNE,15,1013.5
,2013-08-22,4.4,20.9,0,6.0,10.8,SSW,33,09:06,15.3,33,1,SSW,20,1018.0,19.6,33,3,NNE,15,1014.6
,2013-08-23,4.4,23.6,0,2.8,11.0,WSW,50,13:33,16.0,42,1,SW,6,1019.1,22.8,16,0,W,28,1014.7
,2013-08-24,8.1,23.8,0,7.4,11.0,SW,35,10:13,19.0,33,0,SW,17,1020.4,22.5,32,0,ENE,19,1018.9
,2013-08-25,10.4,22.9,0,4.8,10.0,NNE,26,14:54,18.8,57,1,SW,19,1026.2,21.6,60,1,NNE,20,1022.7
,2013-08-26,12.1,23.7,0,3.4,9.9,N,33,17:49,19.8,68,1,SW,13,1025.3,21.5,61,1,NNE,20,1021.5
,2013-08-27,11.0,23.8,0,4.2,10.5,NNE,33,14:10,19.3,70,1,WSW,9,1023.3,21.9,62,1,NNE,24,1018.5
,2013-08-28,10.9,25.0,0,3.6,10.6,NNE,24,13:37,20.4,57,0,WNW,9,1021.1,23.5,51,1,NE,15,1017.5
,2013-08-29,11.9,23.3,0,4.4,10.6,E,28,12:53,20.4,61,1,SSW,13,1024.2,21.9,58,1,E,15,1020.5
,2013-08-30,12.2,23.9,0,4.8,10.3,NNE,33,14:48,20.1,66,1,SSW,9,1023.9,22.4,58,1,NNE,26,1019.6
,2013-08-31,13.4,24.4,0,4.6,10.2,NNE,41,15:00,21.0,66,1,NNW,11,1023.4,22.5,68,2,NNE,31,1019.3
,2013-09-1,15.9,24.5,0,4.2,9.6,ESE,43,15:58,23.5,54,2,SE,17,1025.6,23.0,54,3,ESE,20,1023.6
,2013-09-2,12.5,23.9,0,6.6,6.7,SE,37,11:42,19.9,55,7,S,17,1029.1,21.8,57,3,ESE,19,1026.6
,2013-09-3,15.2,22.9,0,5.2,8.9,ESE,43,12:28,20.3,55,6,ESE,19,1030.7,21.4,49,3,ESE,26,1028.8
,2013-09-4,11.9,22.4,0,7.2,10.5,ESE,41,13:42,20.7,41,2,SE,17,1031.4,20.2,48,2,ESE,20,1029.2
,2013-09-5,11.3,22.9,0,6.4,9.8,ESE,28,12:44,18.9,60,2,SSW,13,1030.3,21.3,49,1,ESE,17,1027.1
,2013-09-6,10.6,23.2,0,4.6,10.7,NNE,26,12:34,18.7,60,1,SW,17,1029.8,21.7,53,0,NNE,17,1025.8
,2013-09-7,11.0,23.3,0,4.2,10.6,N,37,15:09,20.3,60,0,NW,15,1028.4,21.7,59,0,NNE,30,1023.7
,2013-09-8,11.8,24.2,0,5.8,10.1,NNE,39,14:26,20.6,60,1,NNW,17,1025.4,22.4,57,3,NNE,30,1020.8
,2013-09-9,11.3,24.0,0,5.2,10.4,NNE,31,16:53,21.3,57,1,SW,7,1023.7,22.9,48,1,NE,20,1019.0
,2013-09-10,14.9,23.6,0,6.0,7.1,N,46,15:22,21.3,66,5,N,13,1017.0,22.8,71,7,NNE,33,1011.5
,2013-09-11,12.7,27.7,0,3.6,10.7,NNE,35,14:44,23.2,55,1,N,9,1013.7,26.4,53,1,NNE,20,1009.0
,2013-09-12,15.0,28.4,0,4.8,10.6,ENE,35,14:34,22.9,46,1,SSW,11,1014.6,23.6,75,1,ENE,20,1010.7
,2013-09-13,15.4,24.5,0,5.6,8.0,SE,39,13:29,23.6,55,2,ESE,13,1017.4,22.6,61,3,ESE,20,1016.3
,2013-09-14,19.4,25.4,0,6.2,8.8,NNE,50,12:40,23.1,71,5,NNE,26,1016.9,23.9,77,2,NNE,33,1010.4
,2013-09-15,14.1,25.4,0,5.0,10.7,NE,33,15:03,23.2,58,1,SSE,15,1016.9,23.7,62,1,ENE,26,1013.6
,2013-09-16,18.0,21.3,1.0,5.0,0.0,NNE,54,21:23,19.9,86,8,NNE,4,1017.7,20.4,70,8,NE,24,1012.1
,2013-09-17,16.6,27.8,24.0,3.8,8.2,N,59,01:25,20.4,80,6,NNW,19,1009.4,24.8,72,4,N,26,1003.1
,2013-09-18,12.3,28.7,0,5.0,11.3,WSW,44,12:04,22.7,41,1,WNW,19,1010.6,28.3,24,0,NW,22,1006.1
,2013-09-19,12.3,26.8,0,5.0,9.5,NNE,48,14:17,21.0,71,0,N,19,1010.4,26.3,63,1,N,33,1004.5
,2013-09-20,13.2,27.7,0,5.8,11.4,WSW,52,14:25,24.0,23,0,SW,20,1012.5,27.3,16,0,WSW,30,1008.7
,2013-09-21,10.7,23.1,0,11.4,11.0,ENE,33,15:02,21.6,27,0,SE,13,1014.6,22.1,45,1,ENE,19,1011.9
,2013-09-22,13.6,24.0,0,5.8,10.5,NNE,39,14:59,21.3,60,2,WNW,7,1016.1,22.2,63,1,NNE,30,1012.4
,2013-09-23,13.0,25.2,0,6.0,11.0,N,35,19:31,21.2,69,5,ESE,11,1017.4,24.3,65,1,NNE,24,1012.6
,2013-09-24,13.4,29.3,0,4.8,10.4,NNE,54,15:40,21.8,63,1,N,13,1013.5,26.0,59,2,NNE,35,1007.8
,2013-09-25,17.1,29.3,0,7.8,10.8,NNE,30,12:08,27.4,47,0,WSW,6,1012.5,26.9,51,0,NNE,19,1010.4
,2013-09-26,17.8,27.2,0,6.4,9.8,NNE,41,13:08,22.2,80,2,N,15,1013.9,25.2,76,0,NNE,33,1009.0
,2013-09-27,19.5,26.1,0,5.6,11.0,SE,46,11:13,25.2,43,0,SE,22,1017.9,23.3,59,0,ESE,24,1015.6
,2013-09-28,18.1,26.6,0,8.8,2.1,NNW,41,10:56,19.7,84,8,SSW,24,1017.7,24.0,55,6,NW,15,1012.7
,2013-09-29,13.6,28.8,0.4,1.6,11.0,ESE,44,12:37,26.5,48,1,SSW,17,1015.8,24.0,59,2,E,24,1013.7
,2013-09-30,17.8,25.5,0,7.0,9.5,NNE,33,18:42,22.9,63,7,ENE,15,1021.2,23.7,70,5,NNE,20,1017.4
,2013-10-1,17.8,27.2,0,5.2,10.2,NNE,57,14:53,24.5,67,2,NNW,17,1018.8,25.2,73,7,NNE,44,1012.5
,2013-10-2,17.6,27.2,0.8,8.0,9.2,NNE,41,21:16,22.6,58,2,NNW,13,1017.2,25.9,51,1,NNE,24,1012.7
,2013-10-3,17.3,32.2,0,6.2,11.1,WSW,57,15:14,26.0,59,1,N,20,1012.2,31.4,18,2,WSW,35,1007.7
,2013-10-4,12.2,23.1,0,15.0,11.3,SW,37,00:04,19.4,33,0,S,19,1019.7,21.3,33,1,SE,15,1017.2
,2013-10-5,11.4,25.5,0,6.2,11.4,N,37,21:26,20.9,45,0,W,7,1019.2,24.7,36,0,NE,19,1013.6
,2013-10-6,12.7,27.3,0.6,6.6,11.8,NNE,39,16:03,21.8,54,0,N,15,1014.6,26.3,57,0,NNE,24,1008.8
,2013-10-7,14.5,29.5,0,5.4,10.5,SE,52,18:35,26.1,45,0,NNW,7,1009.6,28.1,56,3,NNE,26,1004.2
,2013-10-8,18.0,26.5,0,7.4,10.5,ESE,37,20:36,24.6,58,4,SE,9,1013.0,24.0,58,2,NE,24,1009.3
,2013-10-9,13.9,24.3,0,8.2,11.9,ENE,33,13:19,21.9,48,2,SE,11,1021.7,23.1,49,1,NE,20,1019.0
,2013-10-10,12.9,26.2,0,6.8,11.5,,,,22.1,58,0,N,17,1020.1,24.2,64,0,NNE,39,1013.4
,2013-10-11,18.1,28.7,0,7.8,11.6,SE,50,20:33,24.1,54,0,N,22,1013.1,26.1,63,1,NNE,31,1009.3
,2013-10-12,21.2,27.1,0,7.6,8.6,N,50,21:09,24.3,76,7,E,19,1018.2,25.3,68,5,NNE,31,1014.3
,2013-10-13,18.8,28.2,0,7.6,11.2,NNE,63,17:06,25.9,49,1,NNW,20,1015.1,25.4,63,1,NNE,41,1008.4
,2013-10-14,19.7,28.5,0,10.6,11.7,WSW,61,10:18,24.9,20,1,SW,30,1013.0,27.4,9,0,SW,33,1011.9
,2013-10-15,12.8,25.1,0,12.0,12.2,NNE,31,12:25,20.9,61,2,N,13,1022.3,24.0,48,1,NE,24,1019.1
,2013-10-16,16.5,25.8,0,6.6,8.8,N,48,21:21,23.4,56,2,N,15,1023.9,23.0,56,6,NNE,33,1019.3
,2013-10-17,15.2,26.3,0,8.4,11.8,N,56,21:07,23.5,53,1,N,20,1020.4,24.5,60,2,NNE,39,1015.4
,2013-10-18,16.7,24.5,0,8.0,2.0,SE,41,11:26,22.1,67,7,S,17,1020.4,20.9,69,7,SE,20,1019.5
,2013-10-19,14.2,25.7,4.0,4.4,11.9,ESE,41,16:46,22.5,51,1,S,15,1024.4,24.1,55,2,ESE,26,1020.4
,2013-10-20,15.2,26.7,0,7.6,10.0,NE,35,14:01,23.4,67,4,SE,13,1022.9,24.6,68,6,NNE,22,1019.1
,2013-10-21,17.5,27.0,0,6.0,11.7,N,35,21:17,23.7,61,6,N,13,1020.9,25.0,52,1,NNE,24,1017.3
,2013-10-22,17.3,27.1,0,8.0,11.2,N,41,15:55,24.0,60,2,N,15,1019.4,24.7,56,1,NNE,31,1015.1
,2013-10-23,19.1,28.0,0,7.6,11.4,N,52,21:13,25.6,57,1,N,22,1015.9,25.8,65,1,NNE,35,1011.0
,2013-10-24,19.8,28.9,0,10.6,7.4,NE,37,11:27,25.8,57,4,N,22,1013.5,25.2,75,8,NNE,19,1011.8
,2013-10-25,17.7,25.1,0.2,5.2,8.7,ESE,48,10:33,22.8,55,7,SE,26,1021.5,22.9,57,3,ESE,22,1019.7
,2013-10-26,15.3,27.3,0,7.6,11.9,N,41,16:36,23.6,59,1,N,13,1021.0,25.5,61,1,NNE,28,1015.9
,2013-10-27,18.2,26.2,0,7.8,11.5,SE,35,03:14,23.5,61,6,SE,19,1021.9,24.8,49,1,ENE,22,1019.1
,2013-10-28,18.2,26.4,0,9.6,10.3,N,48,21:02,23.5,55,7,NNE,22,1022.2,24.7,57,1,NNE,33,1017.3
,2013-10-29,18.9,27.3,0,8.0,7.7,N,63,20:09,25.2,59,1,N,28,1015.9,24.5,75,7,NE,13,1011.1
,2013-10-30,15.6,25.9,3.6,6.6,6.8,ESE,50,15:51,21.8,65,7,SE,13,1015.5,23.5,62,1,ESE,26,1014.0
,2013-10-31,18.5,25.6,0.2,8.4,10.2,ENE,35,12:40,23.4,53,4,ESE,20,1020.4,24.5,50,2,ENE,19,1018.1
,2013-11-1,17.9,25.3,0,9.0,12.5,ENE,31,13:40,23.6,46,4,SE,13,1023.3,24.1,42,2,ENE,19,1020.4
,2013-11-2,14.6,26.4,0,8.4,12.3,N,37,16:36,22.3,53,3,N,13,1022.0,24.0,58,5,NNE,24,1017.8
,2013-11-3,15.7,27.7,0,7.6,12.2,N,48,18:14,24.8,51,1,N,15,1018.3,26.4,62,1,N,31,1012.9
,2013-11-4,19.0,25.4,0,8.4,8.2,SE,52,20:46,24.0,51,4,SE,22,1017.8,22.8,56,7,ESE,26,1016.9
,2013-11-5,17.0,24.0,0,14.4,10.3,ESE,41,14:54,21.9,48,3,ESE,19,1024.4,22.2,58,2,ESE,26,1021.8
,2013-11-6,13.7,24.8,0,5.0,9.7,E,33,12:30,22.9,42,7,ESE,15,1023.0,23.0,43,7,E,17,1018.9
,2013-11-7,15.1,26.0,0,7.6,12.5,NNE,33,13:33,22.8,47,1,N,15,1019.4,24.1,51,1,NNE,24,1015.4
,2013-11-8,14.7,26.5,0,7.4,12.1,N,50,21:08,23.7,49,0,N,15,1016.7,24.9,45,1,NNE,33,1013.1
,2013-11-9,16.9,26.8,0,9.6,12.2,NNE,56,16:17,24.9,53,0,NNE,20,1014.9,25.6,61,2,NNE,37,1010.5
,2013-11-10,19.9,28.4,0,9.6,8.2,NNE,59,17:54,25.9,53,2,N,15,1012.3,24.5,68,6,NNE,19,1011.3
,2013-11-11,20.5,28.4,5.2,7.4,6.1,NNE,48,15:02,24.2,66,7,N,19,1014.9,25.8,63,7,NNE,35,1011.5
,2013-11-12,21.1,28.3,1.2,6.4,10.7,NNE,48,15:15,25.9,67,5,NNE,22,1015.9,26.1,65,2,NNE,33,1013.2
,2013-11-13,19.9,29.4,0.4,7.6,10.9,NW,46,23:30,26.7,58,3,N,15,1016.0,26.9,67,3,NNE,28,1012.3
,2013-11-14,18.8,27.5,24.8,6.4,6.6,SSW,54,17:45,25.2,70,6,NNW,19,1015.5,26.0,70,2,NNE,28,1010.5
,2013-11-15,17.2,27.2,30.2,7.4,11.6,N,39,16:11,24.4,64,1,N,15,1013.9,26.2,67,5,NNE,28,1009.4
,2013-11-16,20.5,27.0,0,8.0,6.9,SE,41,22:18,24.9,62,6,NE,15,1011.3,23.4,67,6,ENE,24,1007.9
,2013-11-17,18.2,24.0,0,5.6,2.2,SSE,30,01:04,22.1,69,8,SE,13,1012.1,22.6,72,7,E,11,1009.7
,2013-11-18,17.0,26.0,10.8,3.0,9.1,SW,52,17:07,21.3,66,1,WNW,7,1011.1,24.8,57,6,NNE,20,1006.4
,2013-11-19,13.5,30.0,6.8,6.4,12.4,WSW,43,10:33,23.6,52,1,W,11,1009.0,25.5,52,6,ENE,22,1006.0
,2013-11-20,17.5,27.1,0,8.0,12.9,SE,35,15:54,24.2,58,3,SSE,9,1011.1,25.9,63,2,ENE,22,1008.6
,2013-11-21,18.7,27.2,0,7.6,13.0,NE,33,12:52,24.7,58,3,ESE,11,1012.8,26.1,61,1,ENE,20,1010.2
,2013-11-22,19.5,27.1,0,7.6,9.1,ENE,31,15:14,24.4,62,2,ENE,11,1012.5,24.8,66,7,NE,20,1009.5
,2013-11-23,21.9,28.1,0,7.2,8.4,W,61,20:30,25.9,63,7,N,15,1009.5,26.1,70,1,NNE,37,1005.0
,2013-11-24,20.0,29.2,10.6,7.6,8.7,NNE,61,16:41,25.5,80,5,N,15,1007.0,24.0,85,5,E,9,1002.6
,2013-11-25,20.5,27.0,9.2,6.8,11.3,SE,33,02:21,26.4,61,4,ESE,11,1006.2,25.4,69,7,ESE,19,1004.1
,2013-11-26,20.0,25.9,0,7.8,11.5,ESE,46,15:10,24.5,53,5,SE,19,1011.7,24.5,55,2,ESE,26,1010.7
,2013-11-27,15.9,25.5,0,10.4,12.7,ENE,35,14:53,22.9,50,1,ESE,17,1016.5,24.2,52,2,ENE,20,1013.9
,2013-11-28,17.1,26.6,0,7.0,12.9,N,54,21:08,23.8,57,1,N,15,1015.3,25.3,62,1,N,31,1011.1
,2013-11-29,18.6,29.2,0,8.6,10.1,NNE,54,15:09,26.4,55,5,N,20,1010.2,27.4,67,7,NNE,41,1005.4
,2013-11-30,18.6,23.0,11.8,8.8,1.6,SE,43,15:59,19.1,93,8,S,13,1013.1,20.1,78,7,S,11,1014.4
,2013-12-1,15.2,24.8,12.4,3.6,12.8,SSE,54,18:52,22.3,49,4,SE,19,1021.8,23.1,47,2,ESE,28,1019.3
,2013-12-2,14.2,25.1,0,9.0,13.1,ESE,35,15:15,22.5,49,2,SSW,17,1020.9,24.0,48,2,ESE,20,1016.8
,2013-12-3,14.5,25.1,0,8.0,13.0,E,33,17:37,23.2,49,2,S,13,1016.8,24.7,51,2,ESE,19,1013.6
,2013-12-4,15.3,27.1,0,8.2,12.5,N,48,21:18,23.7,60,3,N,13,1013.2,25.5,53,6,N,26,1007.9
,2013-12-5,20.1,29.6,0,8.8,9.4,SW,59,16:17,26.6,50,2,NNW,20,1004.8,26.4,69,6,NNE,39,999.5
,2013-12-6,15.0,27.2,7.6,8.6,12.8,WSW,35,10:23,23.0,21,5,SSW,19,1013.8,23.6,34,1,ENE,22,1012.3
,2013-12-7,14.4,26.1,0,3.8,12.9,NE,33,15:38,23.1,44,1,ENE,11,1021.1,24.7,37,1,ENE,22,1018.3
,2013-12-8,16.5,25.9,0,12.2,13.1,NE,30,13:41,24.4,51,4,NNE,13,1020.0,24.4,52,2,NE,20,1016.7
,2013-12-9,17.4,26.7,0,8.6,13.1,N,46,21:09,23.9,58,2,N,17,1016.2,24.9,56,4,NNE,31,1011.7
,2013-12-10,19.5,27.3,0,9.6,10.0,N,48,21:18,25.4,56,7,N,20,1011.2,25.8,63,7,N,35,1007.7
,2013-12-11,21.9,28.1,0,9.4,3.6,N,44,13:57,25.3,73,7,N,24,1009.3,26.1,76,6,N,30,1006.3
,2013-12-12,20.8,27.1,8.6,3.4,0.2,NNW,37,12:22,23.9,85,8,WNW,9,1009.5,24.1,85,8, ,Calm,1008.4
,2013-12-13,18.1,27.9,1.0,1.4,11.9,ENE,35,14:07,25.6,68,1,ESE,6,1012.5,27.0,66,4,ENE,24,1010.9
,2013-12-14,19.8,28.4,0,6.8,12.9,NNE,54,20:37,25.5,63,4,SE,11,1014.7,26.8,63,2,NE,24,1011.9
,2013-12-15,21.5,29.4,0,8.0,10.7,NE,37,16:20,26.3,62,3,NNE,15,1016.8,27.5,52,2,NE,24,1014.1
,2013-12-16,22.7,28.1,0,9.8,10.0,NE,35,15:20,25.8,56,5,E,13,1018.6,26.9,53,5,E,19,1015.8
,2013-12-17,20.2,26.8,1.0,9.0,6.9,ESE,37,11:03,24.5,64,7,SE,17,1019.2,24.3,66,5,ESE,13,1017.9
,2013-12-18,19.3,26.9,0,7.8,12.6,ESE,44,14:31,25.2,54,5,ESE,17,1021.4,25.6,41,1,ESE,24,1020.4
,2013-12-19,17.9,26.9,0,10.6,11.2,ESE,39,10:43,24.9,51,5,ESE,20,1022.1,25.7,47,2,ESE,19,1020.0
,2013-12-20,17.3,27.8,0,9.2,13.2,ENE,33,13:08,25.8,57,3,SE,15,1021.1,26.3,57,1,NE,24,1017.3
,2013-12-21,19.5,29.4,0,9.0,12.3,N,39,14:23,26.1,48,2,N,15,1017.6,26.7,56,1,NNE,30,1014.3
,2013-12-22,19.0,28.5,0,9.4,12.7,NNE,33,14:46,26.2,54,2,N,11,1017.7,27.5,56,2,NNE,26,1015.2
,2013-12-23,20.0,29.6,0,9.0,12.9,NNE,48,13:49,26.8,54,3,N,20,1016.2,27.2,55,3,NNE,37,1013.1
,2013-12-24,19.3,30.4,0,11.0,12.0,N,46,00:35,27.8,50,3,NNW,15,1015.8,27.2,64,6,N,33,1013.4
,2013-12-25,23.1,29.1,0,10.0,9.3,NE,31,11:07,25.9,71,7,E,17,1017.3,27.6,58,7,NNE,19,1014.2
,2013-12-26,20.6,29.9,0,7.8,9.8,N,44,14:50,27.0,58,4,NNW,15,1013.1,27.5,67,6,N,31,1008.8
,2013-12-27,21.8,28.7,0,7.2,6.5,ESE,41,13:26,25.6,75,7,SE,19,1010.7,25.8,67,7,ESE,20,1008.1
,2013-12-28,21.6,29.3,0,7.8,4.1,ENE,33,14:46,25.7,67,7,SE,13,1011.9,27.3,64,3,ENE,22,1008.7
,2013-12-29,23.7,31.0,0,6.0,11.5,SSW,57,20:18,28.2,61,1,N,24,1009.4,29.2,68,1,NNE,33,1004.9
,2013-12-30,21.9,28.8,2.0,11.0,8.8,SE,41,00:08,25.9,59,7,ESE,15,1012.9,26.6,60,2,ESE,26,1009.9
,2013-12-31,22.8,27.3,0.2,9.0,0.5,E,33,15:41,25.3,67,8,SE,15,1011.2,25.8,74,6,ESE,19,1009.7
